TwitchCategoryId,Language,Name,Synopsis,Summary,Source,IGDBId
458764,fr,Garfield Kart,,"Rejoins Garfield et ses amis dans le plus fun et furieux des jeux de courses! Choisis ton personnage parmi Garfield, Odie, Jon, Nermal... et participe à des courses délirantes.",steam,35467
499244,fr,OASE - Other Age Second Encounter,,"OASE - Other Age Second Encounter is a game with elements of Puzzle, Adventure Game, Dating Sim, and Visual Novel.",steam,34478
75467,fr,Euro Truck Simulator 2,,"Travel across Europe as king of the road, a trucker who delivers important cargo across impressive distances! With dozens of cities to explore, your endurance, skill and speed will all be pushed to their limits.",steam,3070
511399,,Super Mario Maker 2,,Build and play the Super Mario courses of your dreams! This sequel features a host of new tools and features—like slopes!,,115276
271304,fr,7 Days to Die,,"7 Days to Die is an open-world game that is a unique combination of first person shooter, survival horror, tower defense, and role-playing games. Play the definitive zombie survival sandbox RPG that came first. Navezgane awaits!",steam,5574
490359,fr,Final Fantasy VII Remake,,"In Midgar, a city controlled by the mega-conglomerate Shinra Inc., the No. 1 Mako Reactor has been blown up by a rebel group, AVALANCHE.AVALANCHE was secretly formed to wage a rebellion against Shinra Inc., an organisation which is absorbing Mako energy, destroying the natural resources of the planet.",steam,427
12482,,The Legend of Zelda: Majora's Mask,,"After the events of The Legend of Zelda: Ocarina of Time (1998), Link is assaulted by an imp named Skull Kid under the control of the evil Majora's Mask and gets stuck in a troubled land called Termina. Link must repeat the same 3 days, take on the identities of deceased people from other races, collect numerous masks and rid the land of evil to stop Majora from destroying the world in this third-person action/adventure game.",,1030
513949,,Little Nightmares II,,"Little Nightmares II is a suspense-adventure game in which you play as Mono, a young boy trapped in a world that has been distorted by the humming transmission of a distant tower. With Six, the girl in a yellow raincoat, as his guide, Mono sets out to discover the dark secrets of The Signal Tower and save Six from her terrible fate; but their journey will not be straightforward as Mono and Six will face a gallery of new threats from the terrible residents of this world. 
 
Will you dare to face this collection of new, little nightmares?",,121760
27546,,World of Tanks,,"World of Tanks is a massively multiplayer online game featuring early to mid-20th century era fighting vehicles. It is built upon a freemium business model where the game is free-to-play, but participants also have the option of paying a fee for use of ""premium"" features. The focus is on player vs. player gameplay with each player controlling an armored vehicle, which may be a light, medium or heavy tank, tank destroyer, or self-propelled gun. World of Tanks debuted as an eSports game at the World Cyber Games 2012. 
 
The player takes control of a single armored vehicle of his or her choosing, and is placed into a battle on a random map. The player has control over the vehicle's movement, firing, and can communicate with other players through typed or voice chat, and several preset actions that give tactical instructions visible to only their team. The methods used to win a match are either destroying all vehicles on the opposing team or capturing a base present in some game modes. World of Tanks contains multiple game mechanics such as camouflage, shell ricochets, and module damage.",,1184
29056,fr,Knight Online,,The Great Battle between Karus and El Morad has arrived to Steam! Pledge allegiance to one of the Nations and put your skills to the test in one of the best PvP system in the MMORPG universe!,steam,19795
489543,,Marvel Future Fight,,"An epic blockbuster action-RPG featuring Super Heroes and Villains from the Marvel Universe! 
 
The Avengers, Guardians of the Galaxy, Inhumans, Defenders, X-Men, Spider-Man, and more! 
Over 100 characters from the Marvel Universe are available to play! 
 
S.H.I.E.L.D.’s very own director, Nick Fury, has sent an urgent message from the future... the convergence is destroying the world as we know it! Prepare to defend your universe! 
Recruit your favorite characters, complete missions, and compete with other players to be the greatest hero and save your world.",,24598
509511,fr,Marbles On Stream,,Marbles on Stream is a Marble Racing game for EVERYONE! You can simulate races yourself or stream it on Twitch.tv with your viewers! Many features in game to help interact with your viewers and engage with them in unique ways. 3 ways to play! Download and stream! Download the MoS app on your mobile device! Get on Twitch.,steam,116975
514790,,Legends of Runeterra,,"Set in the world of League of Legends, Legends of Runeterra is the strategy card game where skill, creativity, and cleverness determine your success. Choose your champions and combine cards from different regions—each with their own style and strategic advantage—then build the perfect deck to take down the rest.",,124701
126296,fr,Legend of Grimrock 2,,"Legend of Grimrock 2 is a dungeon crawling role playing game with a modern execution but an oldschool heart. A group of four prisoners have shipwrecked on the secluded Isle of Nex. The island is filled with ancient crumbled ruins, mysterious shrines and a vast underground network of dungeons.",steam,8456
110758,,The Legend of Zelda: Breath of the Wild,,"In this 3D open-world entry in the Zelda series, Link is awakened from a deep slumber without his past memories in the post-apocalyptic Kingdom of Hyrule, and sets off on a journey to defeat the ancient evil Calamity Ganon. Link treks, climbs and glides through fields, forests and mountain ranges while meeting and helping friendly folk and defeating enemies in order to gather up the strength to face Ganon.",,7346
458443,fr,Alien: Isolation,,"Découvrez le vrai sens de la peur dans Alien: Isolation, un survival horror se déroulant dans une atmosphère d'épouvante et de danger constants.",steam,4754
394568,fr,RimWorld,,"RimWorld suit trois survivants d’un écrasement de vaisseau spatial pendant qu’ils bâtissent leur colonie sur une planète à la frontière de l’espace exploré. Inspiré du genre space western de Firefly, la simulation profonde de Dwarf Fortress, et l’échelle grandiose de Dune et Warhammer 40,000.",steam,9789
496902,fr,Slay the Spire,,"En fusionnant les jeux de cartes avec les roguelikes, nous sommes arrivés à créer le jeu de cartes solo le plus intéressant possible. Construisez votre deck, rencontrez toutes sortes d'ennemis bizarres, découvrez des reliques aux pouvoirs immenses, et éradiquez la tour!",steam,40477
493959,fr,Red Dead Redemption 2,,"Red Dead Redemption 2, le jeu épique en monde ouvert de Rockstar Games acclamé par la critique et le mieux noté de cette génération de consoles, arrive maintenant sur PC avec du contenu inédit pour le mode Histoire, des améliorations graphiques et bien plus.",steam,25076
512818,,Call of Duty: Mobile,,"Fight across iconic multiplayer maps and play fan-favorite modes as you strive to be the best in the world in Activision’s highly-anticipated Call of Duty®: Mobile! 
 
The foundation of Call of Duty®: Mobile is heart-pumping head-to-head multiplayer. In Call of Duty®: Mobile you will play several classic maps and modes from across Call of Duty® franchises, including Call of Duty®: Black Ops and the original Modern Warfare® series. Multiplayer is just the start. Over the coming months, stay tuned for updates on additional game modes including a unique Call of Duty® Battle Royale experience.",,106805
510590,fr,Hades,,"Défiez le dieu des morts et frayez-vous un chemin hors des Enfers dans ce rogue-like en mode dungeon crawler développé par les créateurs de Bastion, Transistor et Pyre.",steam,113112
514194,,Rogue Company,,"Rogue Company is a team-based multiplayer shooter packed with action, tactics, and attitude. With an arsenal of playable mercenaries, guns, abilities, and game modes, there is always something to master 
Rogue Company is a top-secret syndicate of elite mercenaries who carry out paid contracts to combat the world’s biggest wrongs. Rogue Company is an outlaw solution to a broken system. To most of the world, the elusive organization is a rumor at best. However, to those in the know, Rogue Company operatives are indispensable to solving the world’s deadliest and most challenging missions. As a Rogue Company mercenary, players will group up, grab their weapon of choice, and dive into iconic locations to compete online in various PVP game modes. 
Rogue Company will feature crossplay on all major platforms. Team up with friends, regardless of platform, and climb the ranks of Rogue Company.",,122235
508292,fr,Bloons TD 6,,Jeu de tower defense au succès foudroyant,steam,103380
11103,,Uno,,,,81358
1520501777,fr,eFootball PES 2021 Season Update,,Vivez une expérience inégalée de réalisme et d'authenticité avec le jeu de football ultime de l'année : PES 2020.,steam,119422
504462,,Call of Duty: Black Ops 4,,"Black Ops is back! Featuring gritty, grounded, fluid Multiplayer combat, the biggest Zombies offering ever with three full undead adventures at launch, and Blackout, where the universe of Black Ops comes to life in one massive battle royale experience featuring the largest map in Call of Duty history, signature Black Ops combat, characters, locations and weapons from the entire Black Ops series.",,83727
31339,fr,Project Zomboid,,"Project Zomboid is the ultimate in zombie survival. Alone or in MP: you loot, build, craft, fight, farm and fish in a struggle to survive. A hardcore RPG skillset, a vast map, a massively customisable sandbox and a cute tutorial raccoon await the unwary. So how will you die?",steam,3189
490713,fr,Undertale,,UNDERTALE! The RPG game where you don't have to destroy anyone.,steam,12517
494131,fr,Little Nightmares,,"Plongez dans le conte sombre et singulier de Little Nightmares et affrontez les terreurs de votre enfance ! Aidez Six à s'échapper de l'Antre, un vaste et mystérieux vaisseau peuplé d'âmes corrompues en quête de leur prochain repas...",steam,9174
506407,fr,Gears 5,,"Rendez honneur aux héros de Gears dans l’opération 6, disponible dès maintenant. Jouez avec trois nouveaux personnages, une nouvelle carte multijoueur, un Service renouvelé et plus encore.",steam,103292
32502,fr,World of Warships,,"Participez à des combats navals épiques free-to-play à bord de plus de 300 vaisseaux historiques et profitez du superbe équilibre de stratégie et de combat en temps réel offert par World of Warships. Agrémentez votre flotte de drapeaux, camouflages, modifications, commandants talentueux, et plus !",steam,5587
497467,fr,Monster Hunter: World,,Bienvenue dans le Nouveau Monde ! &quot;Monster Hunter: World&quot; offre une dimension de jeu et une liberté sans commune mesure avec les précédents épisodes. Les chasseurs pourront utiliser un arsenal varié pour chasser un bestiaire unique dans un monde fabuleux !,steam,36926
649775967,,Resident Evil 3,,"Jill Valentine is one of the last remaining people in Raccoon City to witness the atrocities Umbrella performed. To stop her, Umbrella unleashes their ultimate secret weapon: Nemesis! Also includes Resident Evil Resistance, a new 1 vs 4 online multiplayer game set in the Resident Evil universe.",,966
14678,,Lineage: The Blood Pledge,,"In this online RPG of Korean origin, the player can explore the medieval world of Lineage as one of the four available character classes: elf, knight, prince, or wizard. Knights are physical fighters, wizards are proficient in magic, while playing as an elf or a prince require a combination of both. After you create a character, your main goal in the game will be to gain enough experience and to join one of the existent blood pledges, which are equivalent to guilds in other games. As a prince, you can also create your own blood pledge.",,78247
460951,fr,Geometry Dash,,Jump and fly your way through danger in this rhythm-based action platformer!,steam,11642
489401,fr,Call of Duty: Black Ops III,,Call of Duty®: Black Ops III Zombies Chronicles Edition inclut le jeu de base complet et l'extension Zombies Chronicles.,steam,9509
504651,,Marvel Strike Force,,"""In Marvel Strike Force, ready for battle alongside allies and arch-rivals in this action-packed, visually-stunning free-to-play game for your phone or tablet. An assault on Earth has begun and Super Heroes and Super Villains are working together to defend it! Lead the charge by assembling your ultimate squad, including Spider-Man, Doctor Strange, Groot, Rocket Raccoon, Loki, Venom, Elektra, Captain America and Iron Man, as you enter strategic combat against an all-new enemy threat. It’s time to fight! Gather your squad and prepare for the battle to save Earth!""",,76164
509066,fr,Remnant: From the Ashes,,"Incarnant l'un des derniers survivants, vous devrez lutter en solo ou en groupe avec jusqu'à deux autres joueurs contre des hordes d'ennemis redoutables et des boss épiques pour défendre vos positions, reconstruire et reprendre ce qui a été perdu.",steam,105049
791968461,,ALTF4,,3D 3rd Person Perma-Death Runner Game,,143759
13332,,Pokémon FireRed/LeafGreen,,"Pokémon FireRed Version and Pokémon LeafGreen Version are a pair of core series Generation III games that are set in the Kanto region. They were released in Japan on January 29, 2004, in North America on September 9, 2004, in Australia on September 23, 2004 and in Europe on October 1, 2004.
As the first remakes in the Pokémon franchise, the games revisit the original pair of Pokémon games, Pokémon Red and Green Versions, and so feature all of the characters, plot elements, and challenges of them, but with several important upgrades to bring them up to speed with other Generation III games.
The Game Boy Advance Wireless Adapter was initially included with the games when they were first released, eliminating the need for Game Link Cables when trading between the two games (and later Pokémon Emerald Version). In later copies, it was sold separately.
FireRed and LeafGreen went on to become the second best-selling games of the Game Boy Advance, only behind Pokémon Ruby and Sapphire Versions. They also received Nintendo's Player's Choice awards.",,1561
10322,,Final Fantasy X,,"Set in the fantasy world of Spira, the game's story revolves around a group of adventurers and their quest to defeat a rampaging monster known as Sin. The player character is Tidus, a blitzball star who finds himself in Spira after his home city of Zanarkand is destroyed by Sin. Shortly after arriving to Spira, Tidus joins the summoner Yuna on her pilgrimage to destroy Sin.",,418
1654,,Gothic II,,"Gothic II is a role-playing video game and the sequel to Gothic, by the German developer Piranha Bytes. It was first released on November 29, 2002 in Germany, with North America following almost one year later on October 28, 2003. The game was published by JoWooD Entertainment and Atari.",,2262
5899,,Stocks And Bonds,,,,90319
31761,,Dragon Age: Inquisition,,"Dragon Age: Inquisition is a role-playing game and the third main game in the Dragon Age series. It is set in the Thedas continent, the same fantasy world as the two previous games. It consist of two large countries: Ferelden (from Dragon Age: Origins) and Orlais, as well as the land inbetween. 
 
True to the spirit of the series the character can be customized for appearance, sex, class and race. The available races are dwarf, elf, human, and Qunari and the classes are mage, rogue, and warrior with three specializations each. To grow the Inquisition experience needs to be earned by completing quests, which allows the player to further define allegiances and pursue romances. 
 
A custom party can be defined and each member benefits from experience as it opens up access to better weapons and more abilities. Power points open up new areas and Inquisition points define the influence over the region; each new level provides a perk that benefits the entire Inquisition.",,1887
495811,fr,SCUM,,"SCUM aims to evolve the multiplayer open world survival game with unprecedented levels of character customization, control and progression, where knowledge and skills are the ultimate weapons for long-term survival.",steam,31712
71375,,Star Citizen,,"Star Citizen is an upcoming space trading and combat simulator video game for Microsoft Windows. Star Citizen will consist of two main components: first person space combat and trading in a massively multiplayer persistent universe and customizable private servers (known as Star Citizen), and a branching single-player and drop-in co-operative multiplayer campaign (known as Squadron 42). The game will feature Oculus Rift support.",,1595
517174,fr,F1 2020,,"F1® 2020 vous permet pour la 1re fois de créer votre écurie de F1® et d’affronter les écuries et pilotes officiels. Défiez aussi vos amis en écran partagé lors de courses personnalisables, juste pour le plaisir. Affrontez 22 circuits, avec du contenu classique et actualisé.",steam,132205
493217,,Gwent: The Witcher Card Game,,"Join in The Witcher universe’s favorite card game! In GWENT, you clash with your friends in fast-paced duels that combine bluffing, on-the-fly decision making and careful deck construction. 
 
Play your cards right and manage a two-row battle formation as you unleash your hand over a best-of-three series of rounds. With heroes, spells and special abilities that dramatically turn the tide of battle, deception and clever tricks will be necessary parts of your arsenal. 
 
Pick your side – command five different factions: the mighty Nilfgaardian Empire, proud Skellige, brutal Monsters, cunning Northern Realms, or shadowy Scoia’tael. 
 
Build your deck – collect new cards and create armies full of versatile units and unique heroes. 
 
Craft new cards – break down unwanted cards and craft new ones to build an ever-evolving deck. 
 
Force their hand – with limited cards per game, lure your opponent into draining their resources! 
 
Lose the battle, win the war – win the entire game by learning how to cleverly lose a round. 
 
Hold the line – play your cards across two rows and build a formation to counter your opponent’s strategy. 
 
Shape the meta-game — the party just started and everyone can become a pro. Test yourself and become the next leaderboard legend. 
 
Friendly Matches – test your deck, try out new strategies, or just show off your collection of rare, animated cards. 
 
Ranked Matches – rise through player-driven divisions. 
 
Arena Mode – draft a deck from GWENT’s entire collection of cards and conquer Master Mirror’s arena!",,19474
488634,fr,Don't Starve Together,,"Don’t Starve is an uncompromising wilderness survival game full of science and magic. Enter a strange and unexplored world full of strange creatures, dangers, and surprises. Gather resources to craft items and structures that match your survival style.",steam,3152
5406,,The Legend of Zelda: Oracle of Seasons,,"Transform the world around you with the Rod of Seasons, and create order from chaos. Stop a power-hungry general named Onox, and rescue Din, the Oracle of Seasons, to save the troubled land of Holodrum. 
 
Change the seasons to overcome puzzling obstacles. If Link finds a small plant at the bottom of a cliff, change the season to summer, and Link can use the newly grown Deku Flower to boost up to the top. If Link faces a deep lake, use the Rod of Seasons to shift into winter, letting Link walk over the ice. 
 
Released on the Game Boy Color system in 2001, The Legend of Zelda: Oracle of Ages and The Legend of Zelda: Oracle of Seasons represent the pinnacle of classic 2D Zelda gameplay. 
 
When played together, these two games offer an ultimate adventure not possible when each game is experienced on its own. The games feature a link system that unlocks access to additional content that you can't access any other way.",,1032
499859,,Spelunky 2,,"Spelunky returns in this greatly-expanded sequel to the original roguelike platformer! Meet the next generation of explorers as they find themselves on the Moon, searching for treasure and missing family. Spelunky 2 builds upon the unique, randomized challenges that made the original a classic, offering a huge adventure designed to satisfy players old and new.",,75239
506442,fr,DOOM Eternal,,Les armées de l'enfer ont envahi la Terre. Incarnez le Slayer dans une campagne en solo où vous terrasserez des démons et arrêterez la destruction de l'humanité. La seule chose qui les effraie... c'est vous.,steam,103298
7022,fr,The Forest,,"As the lone survivor of a passenger jet crash, you find yourself in a mysterious forest battling to stay alive against a society of cannibalistic mutants. Build, explore, survive in this terrifying first person survival horror simulator.",steam,7504
490375,,Unravel,,"Unravel is a game about Yarny, a tiny character born from a single thread. Yarny embarks on a big adventure into the nature, inspired by the beauty of Northern Scandinavia. Without any spoken words, the character will have to solve puzzles and use tools to overcome tough challenges. All this, in order to find memories of his lost family. 
Only Yarny can be the bond that ties everything together in the end.",,11170
492546,,Star Wars Battlefront II,,"Embark on an endless Star Wars action experience from the best-selling Star Wars HD video game franchise of all time. Experience rich multiplayer battlegrounds across all 3 eras - prequel, classic and new trilogy - or rise as a new hero and discover an emotionally gripping single-player story spanning thirty years. 
 
Customise and upgrade your heroes, starfighters or troopers - each with unique abilities to exploit in battle. Ride tauntauns or take control of tanks and speeders. Use the Force to prove your worth against iconic characters like Kylo Ren, Darth Maul or Han Solo, as you play a part in a gaming experience inspired by forty years of timeless Star Wars films.",,26401
6369,,God of War,,"""It is a new beginning for Kratos. Living as a man, outside the shadow of the gods, he seeks solitude in the unfamiliar lands of Norse mythology. With new purpose and his son at his side, Kratos must fight for survival as powerful forces threaten to disrupt the new life he has created...""",,19560
506246,fr,Fallout 76,,"Aube d'Acier est le premier chapitre de la nouvelle ligne de quêtes de la Confrérie de l'Acier, gratuit pour les joueurs de Fallout 76. Le paladin Leila Rahmani arrive de Californie pour établir un nouveau chapitre dans les Appalaches. Travaillez avec ou contre les autres factions dans ce but.",steam,103020
9435,,The Legend of Zelda: A Link to the Past,,"A top-down action/adventure title in which Link, a blacksmith's nephew living in the fantastical land of Hyrule, must free the land from the evildoings of Ganon by taking up the mythical Master Sword and collecting the three Triforces in order to free the Seven Maidens, including the princess of Hyrule, Zelda, from the dungeons and castles of the Dark World.",,1026
497480,,Detroit: Become Human,,"Detroit: Become Human is an neo-noir thriller. The plot revolves around three androids: Kara, who escapes the factory she was made in to explore her newfound sentience; Connor, whose job it is to hunt down deviant androids like Kara; and Markus, who devotes himself to releasing the androids from servitude. The characters may survive or perish depending on the choices that are made, which serve to shape the story as customised by the player.",,14362
489405,,DRAGON BALL Z DOKKAN BATTLE,,"A brand-new chapter in the Dragon Ball Z saga has arrived! 
Now you can experience all the nonstop action in the palm of your hand!",,88818
8645,,Resident Evil 2,,"Resident Evil 2, known in Japan as biohazard 2, is a sequel to the first Resident Evil title. It was originally released in 1998 for the Playstation - however as of 2016, a remake is the in works for XB1, PS4 and PC. Set in Raccoon City, you take on the role of Leon S. Kennedy and Claire Redfield as you try to escape the city, which has come under a zombie virus thanks to Umbrella Corporation. The gameplay of Resident Evil 2 focuses on a combination of puzzle solving and combat.",,880
490382,fr,For Honor,,"Carve a path of destruction through an intense, believable battlefield in For Honor.",steam,11162
1038088495,,The Wizard of Oz,,"The Wizard of Oz for the SNES is a re-telling of L. Frank Baum's classic story as strongly influenced by MGM's 1939 musical. To a lesser degree, individual levels adapt locations from the 1993 Wizard of Oz Animated Series by DIC by using settings from the series, such as Time Town. 
 
The game is a platform adventure, which highly encourages exploration. The action is split into four worlds. In each of the first three worlds, the Scarecrow, Tin Man, and Lion can be found, while in the last rather than gain a companion the witch must be fought. After gaining a companion, the characters may be switched on the fly, and each companion has significantly different attacks and abilities. Several of the levels require using a combination of all of these abilities to fully explore. The game also includes a variety of mini-games which gives the player a chance to play as Toto also. 
 
All levels can be revisited once passed and doing so required both for the purposes of stocking up on items and to find the Emerald City tickets which are required to enter the final area.",,25781
489776,fr,Fallout 4,,"Bethesda Game Studios, studio de développement maintes fois récompensé à l'origine de Fallout 3 et de The Elder Scrolls V: Skyrim, vous invite à découvrir Fallout 4, leur titre le plus ambitieux à ce jour incarnant la nouvelle génération du jeu en monde ouvert.",steam,9630
6521,fr,Grand Theft Auto: San Andreas,,"Five years ago Carl Johnson escaped from the pressures of life in Los Santos, San Andreas... a city tearing itself apart with gang trouble, drugs and corruption. Where filmstars and millionaires do their best to avoid the dealers and gangbangers. Now, it's the early 90s. Carl's got to go home.",steam,732
1818,fr,Gothic,,La guerre fait rage dans le royaume de Myrtana. Les hordes orques ont envahi le territoire humain et le roi de cette terre a besoin de beaucoup de minerais pour forger assez d'armes afin que son armée puisse faire face à cette menace.,steam,2261
493048,,Fate/Grand Order,,"Fate/Grand Order is an online RPG set in the Fate/stay franchise, for iOS and Android.",,24493
10609,,Pokémon Emerald,,"Pokémon Emerald Version is a sister game to Pokémon Ruby and Sapphire. Emerald Version provided the main storyline with more depth and length, as well as making small aesthetic changes to the world and adding unique animations for each Pokémon.",,1517
494925,fr,Raft,,"Raft throws you and your friends into an epic oceanic adventure! Alone or together, players battle to survive a perilous voyage across a vast sea! Gather debris, scavenge reefs and build your own floating home, but be wary of the man-eating sharks!",steam,27082
489738,fr,60 Seconds!,,"60 Seconds! est une comédie noire de survie et d'exploration. Récupérez des provisions et sauvez votre famille avant l'explosion de la bombe. Restez en vie dans votre abri antiatomique. Prenez des décisions difficiles, rationnez la nourriture et chassez des cafards mutants. Et survivez. Ou pas.",steam,11709
19976,fr,MapleStory,,"Rejoignez plus de 260 millions de joueurs à travers le monde dans MapleStory, la plus épique des aventures de MMORPG en 2D ! Jouez gratuitement dès maintenant.",steam,9804
68351,fr,Mount & Blade II: Bannerlord,,"Le cor sonne, les corbeaux se rassemblent. Un empire est déchiré par la guerre civile. Par-delà ses frontières, de nouveaux royaumes s'élèvent. Ceignez votre épée, revêtez votre armure, réunissez vos disciples et chevauchez vers la gloire sur les champs de bataille de Calradia.",steam,9608
499634,,Crypto,,"A downloadable NES Game for Windows, MacOS, Linux, and Android",,76760
514956,,MLB The Show 20,,"MLB The Show 20 is an upcoming baseball video game by SIE San Diego Studio and published by Sony Interactive Entertainment, based on Major League Baseball (MLB). It is the fifteenth entry of the MLB: The Show franchise, and it will be released on March 17, 2020, for PlayStation 4. Chicago Cubs infielder Javier Báez is featured as the cover star.",,125013
508391,,Krunker,,"An easy to get into fully moddable First Person Shooter with advanced movement mechanics. Fully Customizable with Mods, Custom Maps and Thousands of Items to Unlock.",,109096
499132,fr,They Are Billions,,They Are Billions est un jeu de stratégie steampunk sur une planète post-apocalyptique. Construisez et défendez vos colonies pour survivre contre les milliards d'infectés qui cherchent à anéantir le peu d'humain encore en vie. L'humanité pourra-t-elle survivre à l'apocalypse zombie ?,steam,36616
460090,fr,Subnautica,,"Descendez dans les profondeurs d'un monde sous-marin étranger plein de merveilles et périls. Concevez des équipements, pilotez des sous-marins, terraformez un terrain voxel, et adaptez-vous à la vie sauvage afin d’explorer le monde, tout en essayant de survivre.",steam,9254
91419,fr,Metal Gear Solid V: The Phantom Pain,,"Ouvrant une nouvelle ère pour la franchise avec la technologie de pointe du moteur Fox, METAL GEAR SOLID V: The Phantom Pain, offre aux joueurs une expérience de premier plan en leur donnant la liberté tactique de mener à bien leurs missions dans un monde ouvert.",steam,1985
491318,fr,Borderlands 3,,"The original shooter-looter returns, packing bazillions of guns and a mayhem-fueled adventure! Blast through new worlds &amp; enemies and save your home from the most ruthless cult leaders in the galaxy.",steam,19164
460636,,Bloodborne,,"An action RPG in which the player embodies a Hunter who, after being transfused with the mysterious blood local to the city of Yharnam, sets off into a ""night of the Hunt"", an extended night in which Hunters may phase in and out of dream and reality in order to thin the outbreak of abominable beasts that plague the land and, for the more resilient and insightful Hunters, uncover the answers to the Hunt's many mysteries.",,7334
15631,fr,Grand Theft Auto: Vice City,,"Welcome to Vice City. Welcome to the 1980s. From the decade of big hair, excess and pastel suits comes a story of one man's rise to the top of the criminal pile.",steam,733
504463,,Tom Clancy's The Division 2,,"The Division 2 is an action-shooter RPG set in an open-world. Play in co-op and PvP modes that offer more variety in missions and challenges, new progression systems with unique twists and surprises, and fresh gaming innovations to engage players for years to come.",,90099
271231,,M.U.G.E.N,,"MUGEN is a 2D fighting game engine developed by Elecbyte. Content is created by the community, and thousands of fighters, both original and from popular fiction, have been created.",,22850
493551,fr,Conan Exiles,,"Jeu de survie multijoueur en ligne, désormais agrémenté de montures et de combat monté, dans le monde de Conan le barbare. Survivez dans un monde immense de type bac à sable, construisez votre propre maison, fondez un royaume et dominez vos ennemis, en mode solo ou multijoueur.",steam,16999
503116,fr,Beat Saber,,"Beat Saber is a VR rhythm game where you slash the beats of adrenaline-pumping music as they fly towards you, surrounded by a futuristic world.",steam,83731
313558,,Diablo III,,"The game takes place in Sanctuary, the dark fantasy world of the Diablo series, twenty years after the events of Diablo II. Deckard Cain and his niece Leah are in the Tristram Cathedral investigating ancient texts regarding an ominous prophecy. Suddenly, a mysterious star falling from the sky strikes the Cathedral, creating a deep crater into which Deckard Cain disappears.",,120
24664,,Heroes of Newerth,,"Heroes of Newerth builds upon the DotA formula and takes it to the next level by delivering cutting edge graphics, fast-paced gameplay, meticulous statistical tracking, and server-client networking that feeds gamers' competitive appetites around the world. 
 
Heroes of Newerth puts two teams of players against each other: the Legion and the Hellbourne. 
 
Both teams are based at opposite sides of a map. The standard map is split into three continuous 'lanes' (Two in one of the lesser-played maps), running from one base to the other. Defensive towers are positioned evenly through each lane, until the lanes terminate at a team's base.",,763
517330,,Assassin's Creed Valhalla,,"In Assassin's Creed Valhalla, become Eivor, a legendary Viking raider on a quest for glory. Explore a dynamic and beautiful open world set against the brutal backdrop of England’s Dark Ages. Raid your enemies, grow your settlement, and build your political power in the quest to earn a place among the gods in Valhalla.",,133004
512708,,Mahjong Soul,,"Mahjong Soul lets you experience exciting Mahjong matches versus players from around the world. 
Mahjong Soul gives you the chance to be accompanied by cute anime girls of your dreams. 
 
Looking for a relaxing yet competitive game? Join us on Mahjong Soul!",,117263
115977,fr,The Witcher 3: Wild Hunt,,"Alors que la guerre fait rage à travers les royaumes du Nord, vous acceptez le contrat de votre vie et partez à la recherche de l'enfant de la prophétie, une arme vivante capable de changer le monde.",steam,1942
29452,,Virtual Casino,,"When Lady Luck calls, you cant always drop everything and hop on the next plane to Atlantic City or Monte Carlo. Don't worry, though theres an open table waiting for you on the Virtual Casino floor. Whether your game is Black Jack, Baccarat, 7 Card Stud, Roulette or that one-arm bandit known as the Slot Machine, you'll feel the excitement as the money starts to stack up. Best of all, when your luck runs out, your supply of chips wont!",,45517
492553,fr,Sid Meier's Civilization VI,,"Choisissez votre dirigeant parmi un choix de 20 personnages historiques, incluant Catherine de Médicis.",steam,19130
65876,fr,Cyberpunk 2077,,"Cyberpunk 2077 est un jeu d’action-aventure en monde ouvert qui se déroule à Night City, une mégalopole obsédée par le pouvoir, la séduction et les modifications corporelles. Vous incarnez V, mercenaire hors-la-loi à la recherche d’un implant unique qui serait la clé de l’immortalité.",steam,1877
513319,fr,NBA 2K20,,"2K continues to redefine what’s possible in sports gaming with NBA 2K20, featuring best in class graphics &amp; gameplay, ground breaking game modes, and unparalleled player control and customization.",steam,114285
497697,,Last Day on Earth: Survival,,"Last Day on Earth is a free multiplayer zombie survival strategy game, where all survivors are driven by one target: stay alive and survive as long as you can and shoot walking dead zombies. There is no place left for friendship, love and compassion. A deadly plague pandemic has turned the world into a dead zone. You can trust only yourself in this post apocalyptic world infected with walking dead zombies.",,44076
494683,fr,theHunter: Call of the Wild,,Découvrez un jeu de chasse à l'atmosphère inégalée prenant place dans un monde ouvert réaliste à la beauté qui vous coupera le souffle. Plongez dans la campagne solo à l'ambiance captivante ou partagez cette ultime expérience de chasse avec des amis.,steam,26381
11988,fr,Final Fantasy VII,,"In Midgar, a city controlled by the mega-conglomerate Shinra Inc., the No. 1 Mako Reactor has been blown up by a rebel group, AVALANCHE.AVALANCHE was secretly formed to wage a rebellion against Shinra Inc., an organisation which is absorbing Mako energy, destroying the natural resources of the planet.",steam,427
24193,fr,Left 4 Dead 2,,"Set in the zombie apocalypse, Left 4 Dead 2 (L4D2) is the highly anticipated sequel to the award-winning Left 4 Dead, the #1 co-op game of 2008. This co-operative action horror FPS takes you and your friends through the cities, swamps and cemeteries of the Deep South, from Savannah to New Orleans across five expansive campaigns.",steam,124
