TwitchCategoryId,Language,Name,Synopsis,Summary,Source,IGDBId
515469,,Bravely Default II,,"A new world, a new story, and all-new Heroes of Light await in an original RPG experience arriving on the Nintendo Switch system in 2020! This successor to the original Bravely Default game comes from the team that brought you the Bravely series and Octopath Traveler, and features music from Revo (Sound Horizon/Linked Horizon), acclaimed composer of the Bravely Default soundtrack.",,127344
518011,,HITMAN 3,,"Agent 47 returns as a ruthless professional for the most important contracts of his entire career in HITMAN 3, the dramatic conclusion to the World of Assassination trilogy.",,134595
34575768,,Depth 6,,"There are 6 depths to descend; the further you go, the more terror you will experience. Uncover mysteries, solve puzzles, and immerse yourself in a dark storyline that Depth 6 has to offer. Journey through all 6 depths to uncover the secrets buried within.",,144581
9279,,Wrath of the Demon,,"Wrath of the Demon is a computer game developed by a Quebec-based team called Abstrax. Versions for Atari ST, Amiga, Commodore CDTV, PC and Mac were released in Early 1991. There was also a Commodore 64 version. 
 
The player controls a hero on a quest to defeat a demon. Gameplay styles include hack 'n' slash (combat at close quarters), horse riding, etc.",,12832
68000,de,The Evil Within,,"The Evil Within ist das neue Projekt aus Shinji Mikami’s Edelschmiede Tango Gameworks. Shinji Mikami ist der Mastermind zahlreicher Klassiker und Erfinder der erfolgreichen Resident Evil-Serie. In bester Survival Horror Tradition führt Sie die Geschichte in eine verstörende Welt die Ihnen den Atem stocken lässt, gespickt mit...",steam,4786
489776,de,Fallout 4,,"Bethesda Game Studios, die preisgekrönten Macher von Fallout 3 und The Elder Scrolls V: Skyrim, heißen Sie in der Welt von Fallout 4 willkommen – ihrem bisher ambitioniertesten Spiel und der nächsten Generation des Open-World-Gamings.",steam,9630
13332,,Pokémon FireRed/LeafGreen,,"Pokémon FireRed Version and Pokémon LeafGreen Version are a pair of core series Generation III games that are set in the Kanto region. They were released in Japan on January 29, 2004, in North America on September 9, 2004, in Australia on September 23, 2004 and in Europe on October 1, 2004.
As the first remakes in the Pokémon franchise, the games revisit the original pair of Pokémon games, Pokémon Red and Green Versions, and so feature all of the characters, plot elements, and challenges of them, but with several important upgrades to bring them up to speed with other Generation III games.
The Game Boy Advance Wireless Adapter was initially included with the games when they were first released, eliminating the need for Game Link Cables when trading between the two games (and later Pokémon Emerald Version). In later copies, it was sold separately.
FireRed and LeafGreen went on to become the second best-selling games of the Game Boy Advance, only behind Pokémon Ruby and Sapphire Versions. They also received Nintendo's Player's Choice awards.",,1561
984184524,de,Mundaun,,"Mundaun ist eine liebevoll handgezeichnete Horrorgeschichte, die in einem düsteren, abgeschiedenen Tal in den Alpen spielt. Erkunde unterschiedliche Gebiete voller Geheimnisse, überlebe gefährliche Begegnungen, steuere Fahrzeuge, fülle dein Inventar und löse etliche handgefertigte Rätsel.",steam,101007
499856,,Ghost of Tsushima,,"The year is 1274. Samurai warriors are the legendary defenders of Japan — until the fearsome Mongol Empire invades the island of Tsushima, wreaking havoc and conquering the local population. As one of the last surviving samurai, you rise from the ashes to fight back. But, honorable tactics won’t lead you to victory. You must move beyond your samurai traditions to forge a new way of fighting — the way of the Ghost — as you wage an unconventional war for the freedom of Japan.",,75235
5360,,Resident Evil,,"Resident Evil is a survival horror classic in which a group of special forces agents, known as S.T.A.R.S, struggle against hordes of zombies and various other mutants in a mysterious mansion as they try to uncover the truth behind the terrifying infection. The game is credited for coining the phrase ""survival horror"" and popularizing the genre.",,424
1468,,Resident Evil 4,,"An atmospheric survival horror game with inventive third-person shooting mechanics set six years after the events of Resident Evil 2 (1998), Resident Evil 4 follows Leon S. Kennedy, a former Raccoon City police officer sent to Spain on a secret mission to retrieve the president's daughter from the hands of a mysterious cult. During his mission, he is forced to battle a mind-controlling parasite and its dehumanized hosts.",,974
492618,de,Lords Mobile,,"Duelliere dich mit Spielern weltweit, in diesem epischen Strategiespiel!",steam,29009
11988,de,Final Fantasy VII,,"In Midgar, einer Stadt unter dem Einfluss des Mega-Konzerns Shinra. Inc., verübte die Rebellengruppe AVALANCHE einen Sprengstoffanschlag auf den Mako-Reaktor Nr. 1. AVALANCHE ist eine Untergrundorganisation, die einen Aufstand gegen Shinra Inc. plant.",steam,427
19156,de,Alan Wake,,"Eine dunkle Präsenz belagert die Kleinstadt Bright Falls, und drängt Alan Wake an den Rande des Wahnsinns in seinem Bemühen dieses Mysterium zu lösen und seine Geliebte zu retten.",steam,1062
506274,de,Assassin's Creed: Odyssey,,"Meistere dein Schicksal in Assassin's Creed® Odyssey selbst. Einst verstoßen, nun auf dem Weg zur lebenden Legende - beginne eine Odyssee, die die Geheimnisse deiner Vergangenheit lüften und das Schicksal des antiken Griechenlands verändern wird.",steam,103054
5406,,The Legend of Zelda: Oracle of Seasons,,"Transform the world around you with the Rod of Seasons, and create order from chaos. Stop a power-hungry general named Onox, and rescue Din, the Oracle of Seasons, to save the troubled land of Holodrum. 
 
Change the seasons to overcome puzzling obstacles. If Link finds a small plant at the bottom of a cliff, change the season to summer, and Link can use the newly grown Deku Flower to boost up to the top. If Link faces a deep lake, use the Rod of Seasons to shift into winter, letting Link walk over the ice. 
 
Released on the Game Boy Color system in 2001, The Legend of Zelda: Oracle of Ages and The Legend of Zelda: Oracle of Seasons represent the pinnacle of classic 2D Zelda gameplay. 
 
When played together, these two games offer an ultimate adventure not possible when each game is experienced on its own. The games feature a link system that unlocks access to additional content that you can't access any other way.",,1032
24208,de,Metal Gear Rising: Revengeance,,"Developed by Kojima Productions and PlatinumGames, METAL GEAR RISING: REVENGEANCE takes the renowned METAL GEAR franchise into exciting new territory with an all-new action experience. The game seamlessly melds pure action and epic story-telling that surrounds Raiden – a child soldier transformed into a half-human, half-cyborg ninja who...",steam,378
902670066,,SNK vs. Capcom: The Match of the Millennium,,"With 18 starting characters (26 total after unlocking), numerous battle modes and varied minigames, this may be the largest fighting game for the Neo Geo Pocket Color. Choose the fighting style that suits you from the available Single, Tag and Team modes. The SC Olympic mode grants access to minigames from a music game featuring Felicia to a whack-a-mole style game with Jubei. The Olympic mode also allows players to compete for gold, silver and bronze medals in various fighting challenges. Link features include NGPC-to-NGPC battles and NGPC-to-Dreamcast data exchange with other SNK titles.",,55058
497697,,Last Day on Earth: Survival,,"Last Day on Earth is a free multiplayer zombie survival strategy game, where all survivors are driven by one target: stay alive and survive as long as you can and shoot walking dead zombies. There is no place left for friendship, love and compassion. A deadly plague pandemic has turned the world into a dead zone. You can trust only yourself in this post apocalyptic world infected with walking dead zombies.",,44076
941530474,,Mario Kart 8 Deluxe,,"""Hit the road with the definitive version of Mario Kart 8 and play anytime, anywhere! Race your friends or battle them in a revised battle mode on new and returning battle courses. Play locally in up to 4-player multiplayer in 1080p while playing in TV Mode. Every track from the Wii U version, including DLC, makes a glorious return. Plus, the Inklings appear as all-new guest characters, along with returning favorites, such as King Boo, Dry Bones, and Bowser Jr.! """,,2350
29557,,Captain America: Super Soldier,,"Captain America: Super Soldier combines a highly athletic combat system with fluid platforming and a highly tuned suite of shield attacks, as Cap explores a massive castle turned military installation. His shield can be employed in numerous ways: taking out multiple enemies at once, deflecting incoming fire back at enemies, solving puzzles, and scaling walls. Players will be able to launch shield-first into the fray with the superior force of the world's first Super-Soldier at their fingertips and they will need every bit of that strength to overcome a castle that's both an acrobatic playground for the Captain's physical prowess and a house of mystery with enemies and danger at every turn.",,4745
509893,de,Project Winter,,"Project Winter ist ein Multiplayer-Spiel für 8 Personen, in dem es umsÜberleben und um Täuschung geht. Kommunikation und Teamarbeit sind für die Überlebenden entscheidend, wenn sie entkommen wollen. Sammelt Ressourcen, repariert Anlagen und trotzt gemeinsam der Wildnis.",steam,111033
460619,de,Ori and the Blind Forest,,"„Ori and the Blind Forest“ erzählt die Geschichte eines jungen Waisenkindes, dessen Bestimmung pure Heldentaten sind, mit einem visuell überzeugenden Action-Platformer, der von Moon Studios für den PC erschaffen wurde.",steam,7344
11895,,Gran Turismo 3: A-Spec,,"More than two years in the making, Gran Turismo 3 A-spec features over 150 detailed cars -- each composed of more than 4,000 polygons -- 60 beginner, amateur and professional championship races, as well as ten endurance races and ten rally races. In addition to all-new special effects, such as sun glare, heat distortion and reflections, Gran Turismo 3 A-spec also offers up a soundtrack of more than 20 licensed tracks, and an even better replay mode with TV-style camera views. Two players can go head-to-head via split-screen and up to six can duke it out by linking multiple systems together via i.LINK. Released worldwide in 2001, Gran Turismo 3 a-Spec was designed by Polyphony Digital.",,1600
506436,de,My Friend Pedro,,"My Friend Pedro ist ein blutiges Ballett rund um Freundschaft, Einbildung und den Kampf eines Mannes, um jeden in seinem Weg für eine sprechende Banane zu vernichten.",steam,25901
513623,,Hunter x Hunter: World Hunt,,,,122886
17434,,North & South,,"Your objective is ensure victory for your side by eliminating all the enemy armies. You will be controlling armies across all the combat zones of the Civil War. You may respect history or not, as you like. North and South does not try to reconstitute history and places playability over realism, it only tries to emulate the atmosphere and overall strategic conditions of the Civil War. Thus, as in reality, the player may choose to advance deep into the South or North, to attack in the center or to attempt a turning movement. 
 
This game can be played against computer or between two human opponents. You can also choose between a full strategic mode without the arcade parts or use the arcade mode during the fights, which allows you to directly control your own units.",,1874
29440,,Phantasy Star Online 2,,"Embark on a never-ending assortment of missions with fellow operatives and experience unparalleled character customization and action RPG combat, completely free to play. Explore numerous worlds with a party of up to four friends or exclusive multiparty areas where up to twelve players can play simultaneously! 
 
Originally released in Japan and Asia in 2012 and 2014 respectively, The game makes its Global debut in 2020 with a North American launch on Xbox One and Windows 10 before eventually releasing on Steam and across 33 countries. The Global version features the latest balances and patches from the Japanese version while also slowly unlocking new content and features; starting out with the game's first three Episodes, Nine classes and several features introduced in latter major updates. 
 
Aside from that, the game supports cross-platform multiplayer and uses a Free-to-Play model with in-game purchases; players can experience a lot of what the game has to offer with no upfront fee.",,513
459064,de,Cuphead,,"Cuphead bietet klassische Shooter-Action mit einem Schwerpunkt auf Boss-Kämpfen. Inspiriert von den Cartoons aus den 1930ern wurden Grafik und Sound mit den Techniken aus dieser Zeit erstellt, wie beispielsweise handgezeichnete Animationen, Wasserfarbenhintergründe und originale Jazz-Aufnahmen.",steam,9061
496253,de,Quake Champions,,"Quake® Champions ist ein rasanter Arena-Shooter. Es vereint den düsteren Mythos des ersten Quake mit den bahnbrechenden Mehrspielerschlachten von Quake III Arena und bietet zusätzlich ein modernes Element: Champions mit einzigartigen Attribute und Fähigkeiten, die es zu meistern gilt.",steam,19530
509541,,Luigi's Mansion 3,,"Luigi embarks on a dream vacation with Mario and friends upon receiving an invitation to a luxurious hotel. However, his dream quickly becomes a nightmare when King Boo reveals everything had been a ploy to capture Mario and friends. With the assistance of Professor E. Gadd once again, the reluctant and cowardly hero Luigi traverses up and down treacherous floors of the now-ominous hotel on a quest to save them.",,109455
498523,de,Conqueror's Blade,,"Meistert in diesem taktischen free-to-play MMO die Kunst mittelalterlicher Kriegsführung Erschafft euren Kriegsherren aus 11 Klassen und kämpft in 15 vs. 15 Schlachten. Nutzt Fähigkeiten, zerstörerische Waffen und listige Strategien, um diese riesige offene Welt in euer neues Reich zu verwandeln.",steam,70985
499463,de,Getting Over It with Bennett Foddy,,A game I made for a certain kind of person. To hurt them.,steam,72373
3682,,Guitar Hero III: Legends of Rock,,"Rock out to the third entry in in Red Octane's music series for guitar gods! Songs for Guitar Hero III include Barracuda by Heart, Sabotage by Beastie Boys, Rock And Roll All Nite by Kiss, and much more! In addition, players can experience an incredible number of added features and explosive content including a new multiplayer action-inspired battle mode, grueling boss battles, a bevy of exclusive unlockable content and authentic rock venues.",,2671
30639,de,Skullgirls,,"Die ultimative Skullgirls-Erfahrung! Bietet 14 handanimierte Charaktere, einen komplett vertonten Story-Modus, unzählige Farben und einen unerreichten GGPO-basierten Mehrspieler-Netzcode.",steam,9425
490374,,Horizon Zero Dawn,,"Horizon Zero Dawn, an exhilarating new action role playing game exclusively for the PlayStation 4 system, developed by the award winning Guerrilla Games, creatos of PlayStation's venerated Killzone franchise. As Horizon Zero Dawn's main protagonist Aloy, a skilled hunter, explore a vibrant and lush world inhabited by mysterious mechanized creatures.",,11156
19745,,Pokémon Platinum,,"Another world has emerged in the Sinnoh Region... 
 
...A world where space & time are altered! 
 
New Discoveries, New Challenges! 
Catch, train, and battle your favorite Pokémon, and discover ancient, mythical Pokémon in this exciting new adventure! 
 
Expanded Online Options! 
New experiences in the Wi-Fi Plaza and Battle Frontier!",,1519
66402,,Battlefield 4,,"Battlefield 4™ is the genre-defining action blockbuster created by DICE, and made from moments that blur the line between game and glory – moments found only in Battlefield. Go to Boot Camp to learn the basics of Battlefield 4's engaging single player and intense multiplayer mode. Here you'll also find intel on Levolution, Commander Mode, Naval Warfare and many more exciting game features.",,1979
512070,de,Jump King,,"Stell dich der Herausforderung und erlebe wahrhaft riskante Platformer-Action bei Jump King! Kämpfe dich bei der Suche nach der Legende vom super heißen Schnuckelchen nach oben, aber schreite mit Vorsicht voran: Ein einziger falscher Sprung könnte zu einem langen Sturz nach unten führen...",steam,117023
313146,de,Darkwood,,"Darkwood - ein neuer Blickwinkel auf das Survival-Horror-Genre. Erforscht und erkundet bei Tag eine reichhaltige Open World, die sich im stetigen Wandel befindet, bringt euch dann bei Nacht in eurem Versteck in Sicherheit und betet, dass die Sonne bald aufgeht.",steam,17032
492553,de,Sid Meier's Civilization VI,,Spielen Sie als einer von 20 historischen Anführern einschließlich Friedrich Barbarossa.,steam,19130
7182,,Spyro the Dragon,,"Spyro the Dragon is a platform game developed by Insomniac Games for the PlayStation. It stars the title character, a young purple dragon named Spyro and his dragonfly friend, Sparx, and is the first game in the Spyro the Dragon series. The first game was massively popular at its initial release and Spyro would later become one of the most recognizable, popular and respected gaming icons for the PlayStation gaming console. Spyro's best friend, Sparx the dragonfly, acts like the player's health meter and assists in gathering gems. The various dragons Spyro unfreezes along the way are also key characters in Spyro's progression through the game. Gnasty Gnorc is the main antagonist, who froze all the dragons of the land in crystal.",,1576
511212,de,Subnautica: Below Zero,,"Tauche ein in die Tiefen einer ausserirdischen Unterwasserwelt voller Wunder und Gefahren. Baue Ausrüstung, fahre U-Boot, entwische Raubtieren und terraforme die Welt. Erkunde kunterbunte Korallenriffe, Vulkane, Höhlensysteme und noch viel mehr. Aber versuche dabei am Leben zu bleiben!",steam,9254
499132,de,They Are Billions,,"They Are Billions ist ein Steampunk Strategiespiel auf einem postapokalyptischen Planeten. Baue und verteidige Kolonien für das Überleben gegen Milliarden von Infizierten, welche versuchen die letzten Menschen zu vernichten. Kann die Menschheit diese Zombie Apokalypse überleben?",steam,36616
67584,de,Europa Universalis IV,,"Erlebe vier Jahrhunderte umfassender Geschichte im klassischen Globalstrategiespiel von Paradox. Von der Renaissance bis zur Revolution: Meistere in einer komplexen Simulation der frühen Neuzeit die Kunst des Krieges, der Diplomatie und des Handels, und gestalte die Geschichte deiner Nation!",steam,1904
509066,de,Remnant: From the Ashes,,"The world has been thrown into chaos by an ancient evil from another dimension. As one of the last remnants of humanity, you must set out alone or alongside up to two other survivors to face down hordes of deadly enemies to try to carve a foothold, rebuild, and retake what was lost.",steam,105049
6369,,God of War,,"""It is a new beginning for Kratos. Living as a man, outside the shadow of the gods, he seeks solitude in the unfamiliar lands of Norse mythology. With new purpose and his son at his side, Kratos must fight for survival as powerful forces threaten to disrupt the new life he has created...""",,19560
20423,,Blade & Soul,,Blade & Soul is a MMORPG currently in development by NCsoft's Team Bloodlust development team. The characters in this oriental style game are designed by the well-known illustrator Hyung-tae Kim.,,16741
24438,,MU Online,,"MU Online, produced by Webzen Inc is a full 3D MMORPG which is one of 
the leading online games developed in Korea. MU is a highly involved 
fantasy RPG based on the legendary Continent of MU. 
MU established a basic frame of various online games and other following 
games and regarded as a pioneer of 3D MMORPG.",,26359
495321,,Marvel's Avengers,,"Marvel’s Avengers is an epic, third-person, action-adventure game that combines an original, cinematic story with single-player and co-operative gameplay. Assemble into a team of up to four players online, master extraordinary abilities, customize a growing roster of Heroes, and defend the Earth from escalating threats.",,26950
13686,,Guitar Hero II,,"Unleash your inner rock star! Unlock new songs and venues to become the ultimate rock star in Career mode, jump right in and play any song you've unlocked in Quickplay, or play with or against friends in Multiplayer, all right from your living room!",,2670
506246,de,Fallout 76,,„Stählerne Dämmerung“ ist das kostenlose erste Kapitel der neuen Questreihe um die Stählerne Bruderschaft. Paladin Leila Rahmani und ihre Truppen aus Kalifornien wollen in Appalachia einen Stützpunkt errichten. Arbeiten Sie mit den anderen Fraktionen zusammen – oder gegen sie.,steam,103020
458912,de,Kingdom Come: Deliverance,,"Kingdom Come: Deliverance ist ein Rollenspiel mit offener Spielwelt, das euch auf eine abenteuerliche Reise ins Heilige Römische Reich entführt. Bekämpft die feindlichen Horden, die in euer Land einfallen, trefft richtungsweisende Entscheidungen, welche den Verlauf des Spiels verändern, und rächt den Tod eurer Eltern.",steam,4843
496983,,skribbl.io,,"skribbl.io is a free multiplayer drawing and guessing game. 
One game consists of a few rounds in which every round someone has to draw their chosen word and others have to guess it to gain points! 
The person with the most points at the end of game will then be crowned as the winner!",,76565
498668,de,Warhammer: Vermintide 2,,"Die Fortsetzung des hochgelobten Vermintide ist ein visuell umwerfendes und bahnbrechendes Nahkampf-Kampfspiel, das die Grenzen des First-Person-Koop-Genres neu definiert. Die Schlacht wartet!",steam,55189
130942,de,Factorio,,"Errichte in Factorio deine eigene Fabrik, um einfachste Elemente zu raffinierten Strukturen zu kombinieren. Nutze deine Fantasie in einer unendlichen 2D-Welt und verteidige deine Fabrik gegen die Kreaturen, die dir deinen Fortschritt nicht gönnen.",steam,7046
461389,de,Life is Strange,,"Episode 1 jetzt GRATIS! Life Is Strange ist ein preisgekröntes und von Kritikern gefeiertes Abenteuerspiel in Episoden, das dem Spieler erlaubt, die Zeit zurückzudrehen und so Vergangenheit, Gegenwart und Zukunft zu beeinflussen.",steam,7599
499302,de,Airport CEO,,Baue und verwalte einen internationalen Flughafen!,steam,52524
517402,,Second Extinction,,"Gather your crew and get ready to reclaim Earth. Choose between a roster of specialized resistance fighters who each have a unique set of skills, a preferred range of weapons, and a rich and bloody past with the mutated monstrosities. Find the perfect combinations and synergies with the rest of your team, and watch as your enemies get decimated in an explosive symphony.",,133309
15013,de,Prey,,"In Prey, ti risveglierai a bordo della Talos I, una stazione spaziale che orbita la luna nel 2032. Indossi i panni dell’oggetto di un esperimento destinato a cambiare per sempre l’umanità, ma le cose hanno preso una terribile piega. La stazione spaziale è stata invasa da alieni ostili che hanno iniziato a darti la caccia.",steam,19531
1928451462,,Crash Bandicoot: N. Sane Trilogy,,A remake of Crash Bandicoot found in the Crash Bandicoot N. Sane Trilogy collection.,,1185
69194565,de,Mail Mole,,"Mail Mole ist ein farbenfrohes 3D Plattformenspiel um Molty, der schnellste Briefträger-Maulwurf und sein Abenteuer, um Karottenland zu retten. Entdecke unglaubliche Welten, schließe neue Freundschaften, trete gegen MechaMaulwürfe an und mach dich auf ein episches Abenteuer gefasst.",steam,132540
23239,,Plants vs. Zombies,,"Plants vs. Zombies is a 2009 tower defense video game developed and originally published by PopCap Games. The game involves a homeowner using many varieties of plants to repel an army of zombies from ""eating their brains"".",,1277
25416,,Warzone,,,,85847
513319,de,NBA 2K20,,"2K legt mit NBA 2K20 die Messlatte für Sportspiele erneut höher – mit unerreichter Grafik- und Gameplay-Qualität, bahnbrechenden Spielmodi und einzigartiger Kontrolle und Individualisierung.",steam,114285
16791,,Ratchet & Clank,,"Ratchet & Clank is a new game based on elements from the original Ratchet & Clank (PS2), featuring more than an hour of new cinematics (including footage from the film) in vibrant 1080p, new locations, weapons, bosses and more. Join Ratchet, Clank, Captain Qwark and new friends as they embark on an intergalactic adventure, and experience the start of an epic friendship (again) on PlayStation 4.",,1289
14678,,Lineage: The Blood Pledge,,"In this online RPG of Korean origin, the player can explore the medieval world of Lineage as one of the four available character classes: elf, knight, prince, or wizard. Knights are physical fighters, wizards are proficient in magic, while playing as an elf or a prince require a combination of both. After you create a character, your main goal in the game will be to gain enough experience and to join one of the existent blood pledges, which are equivalent to guilds in other games. As a prince, you can also create your own blood pledge.",,78247
17124,,Pokémon Yellow,,"An enhanced version of Pokémon Red and Blue Versions, Pokémon Yellow brings the video game experience closer to the Pokémon Anime by allowing you to start the game with your very own Pikachu following you around on-foot and collect the 3 other starters from strangers you meet around the region. However, your goal remains the same: Catch them all and become the ultimate Pokémon Master.",,1512
1818,de,Gothic,,"Im Königreich von Myrtana herrscht Krieg. Horden von Orks sind in das Gebiet der Menschen eingefallen und der König des Landes benötigt eine Unmenge an Erz, um genügend Waffen zu schmieden, damit seine Armee dieser Bedrohung standhalten kann.",steam,2261
15631,de,Grand Theft Auto: Vice City,,"Welcome to Vice City. Welcome to the 1980s. From the decade of big hair, excess and pastel suits comes a story of one man's rise to the top of the criminal pile.",steam,733
22393,de,Call of Duty: Modern Warfare 2,,"Die mit größter Hochspannung erwartete Fortsetzung des meistverkauften FPS-Actionspiel aller Zeiten, Modern Warfare 2 setzt die ergreifende und temporeiche Acton des Vorgängers fort und die Spieler begegnen einer neuen Bedrohung, die die Welt an den Rand des Abgrunds bringt.",steam,559
498302,,Arena of Valor,,"Experience Arena of Valor, an epic new 5v5 multiplayer online battle arena (MOBA) designed by Tencent Games! 
 
Call on your teammates to join you in the jungle! Crush your enemies in classic 5v5 combat in real time! Draw first blood, carry your team, and become legendary in the arena!",,55044
504199,,Battlefield V,,"A new Battlefield in a new setting, with unseen multiplayer moments, unmatched sights/sounds and with new modes and experiences.",,83728
493549,de,Frostpunk,,"Frostpunk ist das erste Society-Survival-Spiel. Als Herrscher der letzten Stadt auf Erden bist du für ihre Einwohner und Infrastruktur zuständig. Was wirst du tun, um das Überleben der Gesellschaft zu sichern? Was passiert, wenn du an deine Grenzen getrieben wirst? Zu was für einem Menschen wirst du werden?",steam,23248
14766,,Super Mario Galaxy,,"A 3D platformer and first Wii entry in the Super Mario franchise, Super Mario Galaxy sees Mario jump across planets and galaxies with varying items, enemies, geographies and gravity mechanics in order to reach his enemy Bowser, who has attacked the Mushroom Kingdom and hijacked Princess Peach's castle with her inside.",,1077
497304,de,Russian Fishing 4,,"Russian Fishing 4 ist ein Angelsimulator mit RPG-Elementen. Es gibt keine Storyline und der gesamte Prozess basiert auf dem Konzept eines offenen, frei zu entdeckenden und kostenlosen Spieles.",steam,56012
508289,de,WWE 2K19,,"Mit WWE 2K19 und Cover-Superstar AJ Styles kehrt das Flaggschiff des WWE-Videospiel-Franchises zurück! Erlebe unzählige Erstellungsmöglichkeiten, Matcharten und mehr!",steam,102805
512566,,Rolled Out!,,"Get ready to tilt and bounce your way through Rolled Out!, a marble-rolling game with charming characters and precise controls. All you need is one joystick to roll to the goal; with over 150 hand-crafted stages to tackle, there's always a new challenge around the corner!",,123117
512345,,Persona 5 Strikers,,"Persona 5 Scramble is crossover between Koei Tecmo's hack and slash Dynasty Warriors series, and Atlus's turn-based role-playing game Persona series. As a result, it features gameplay elements from both, such as the real-time action combat of the former with the turn-based Persona-battling aspect of the latter. The game is set six months after the events of Persona 5, and follows Joker and the rest of the Phantom Thieves of Hearts as they end up in a mysterious version of Tokyo filled with supernatural enemies.",,117731
491318,de,Borderlands 3,,"The original shooter-looter returns, packing bazillions of guns and a mayhem-fueled adventure! Blast through new worlds &amp; enemies and save your home from the most ruthless cult leaders in the galaxy.",steam,19164
491381,de,Golf With Your Friends,,"Was gibt es schöneres, als mit Freunden Golf zu spielen?! Spiel dich bloß nicht ins Aus, während du Kurse voll schnellem, aufregendem Minigolf für bis zu 12 Spieler gleichzeitig erlebst!",steam,24985
6855,,Paper Mario: The Thousand-Year Door,,"What Sleeps Behind the Door? 
 
Time passes, the pages turn…and a new chapter unfolds in an unfamiliar land! Get ready for a two-dimensional role-playing adventure for the ages as Mario returns to paper form to discover a mystery that sleeps behind an ancient, legendary portal called the Thousand-Year Door. The quest is long, the dangers many, and this time, Mario will have to make full use of his papery qualities just to survive. 
 
Take to the stage! Impressing the crowd builds power for super attacks, but don’t disappoint the audience, or you’ll pay! 
 
No need to go it alone! You’ll need to rely on sidekicks to survive, and even enemies have roles to play… 
 
Don’t fold under pressure! Fold into a paper airplane, turn sideways to slip through cracks, and much more. 
 
Stay on your toes! Stamp foes, swing your hammer, and use timely button presses to do damage!",,3349
2010603021,,In Silence,,"In Silence is a multiplayer horror game. One player takes on the role of the monster who has hypersensitive hearing abilities and is almost completely blind. The other players(2-6) play as survivors, trying to escape or hunting the monster.",,140038
369567,,Halo 5: Guardians,,"Peace is shattered when colony worlds are unexpectedly attacked. But when humanity's greatest hero goes missing, a new Spartan is tasked with hunting the Master Chief and solving a mystery that threatens the entire galaxy.",,6803
493997,,Super Mario Odyssey,,"Explore incredible places far from the Mushroom Kingdom as you join Mario and his new ally Cappy on a massive, globe-trotting 3D adventure. Use amazing new abilities, like the power to capture and control objects, animals, and enemies to collect Power Moons so you can power up the Odyssey airship and save Princess Peach from Bowser’s wedding plans!",,26758
370472,de,Wreckfest,,"Dich erwarten epische Crashes, Kopf-an-Kopf-Rennen und völlig neue Arten Metall zu verbiegen – einmalige Momente, die es so nur in Wreckfest gibt. Realitätsgetreue Physik vom legendären Entwickler Bugbear, der auch FlatOut 1 &amp; 2 erschaffen hat!",steam,3772
494839,de,Deep Rock Galactic,,"Deep Rock Galactic ist ein Koop-SciFi-FPS mit knallharten Zwergen, zu 100 % zerstörbaren Umgebungen, prozedural generierten Höhlen und endlosen Horden an Alien-Monstern.",steam,27134
21934,,Star Wars: The Old Republic,,"Step in to the center of your own Star Wars story as you choose your path down the light or dark side of the Force. Your choices have impact not only on your story but on those who join you along the way. Each choice you make can change how your story unfolds including unexpected story twists or devastating consequences that impact you and your Companions. Play as one of 8 legendary Star Wars classes include Jedi, Sith, Smuggler, Trooper and more – this is your story and you decide how you want to build your reputation and influence across the galaxy as you join in epic adventures and challenging missions on the ground and in space!",,114
492535,de,Celeste,,"Hilf Madeline in diesem superstrammen, handgefertigten Jump'n'Run der Macher des Multiplayer-Klassikers TowerFall beim Besteigen des Celeste-Berges ihre inneren Dämonen zu bezwingen. Stelle dich Hunderten von Herausforderungen, enthülle tiefe Geheimnisse und offenbare das Mysterium des Berges.",steam,26226
24623,de,MechWarrior Online,,"MechWarrior Online™ Solaris 7 is a tactical online shooter set in the BattleTech Universe. Assume the role of an elite MechWarrior, piloting powerful BattleMechs, fighting for supremacy over the Inner Sphere.",steam,1255
24664,,Heroes of Newerth,,"Heroes of Newerth builds upon the DotA formula and takes it to the next level by delivering cutting edge graphics, fast-paced gameplay, meticulous statistical tracking, and server-client networking that feeds gamers' competitive appetites around the world. 
 
Heroes of Newerth puts two teams of players against each other: the Legion and the Hellbourne. 
 
Both teams are based at opposite sides of a map. The standard map is split into three continuous 'lanes' (Two in one of the lesser-played maps), running from one base to the other. Defensive towers are positioned evenly through each lane, until the lanes terminate at a team's base.",,763
495202,,Fire Emblem: Three Houses,,"Here, order is maintained by the Church of Seiros, which hosts the prestigious Officer’s Academy within its headquarters. You are invited to teach one of its three mighty houses, each comprised of students brimming with personality and represented by a royal from one of three territories. As their professor, you must lead your students in their academic lives and in turn-based, tactical RPG battles wrought with strategic, new twists to overcome. Which house, and which path, will you choose?",,26845
65663,de,Company of Heroes 2,,"COH2 und die eigenständigen Expansionen stellen das ultimative Strategiespiel um den 2. Weltkrieg dar. Dieses Paket umfasst das Hauptspiel, erweiterbar durch den Kauf von The Western Front Armies, Ardennes Assault und/oder The British Forces. Weitere Information finden Sie unten.",steam,1369
509196,de,GRIS,,"Gris ist ein hoffnungsvolles, junges Mädchen, das in seiner Welt verloren ist – befasst mit einer schmerzhaften Erfahrung.",steam,22917
